reviewId,userName,content,score,thumbsUpCount,reviewCreatedVersion,at,cleaned,sentimen
fb1dcc77-17d5-4082-b0bd-da7645346abd,Ratlani titin,gamenya bagus banget,5,0,2.693.960,2025-10-10 10:46:40,game bagus game_bagus,Positif
b10bff48-f31d-43e0-b04f-2e07ce4d8dfb,Mira Bunga Senjaya SST,"no komen ya, pokoknya ini tuu seruu bgttt",5,0,,2025-10-10 10:46:07,komen pokok seruu bgttt komen_pokok pokok_seruu seruu_bgttt komen_pokok_seruu pokok_seruu_bgttt,Positif
be000e13-dfed-4863-85bc-3693a8d4eb91,Kenzy Vertizon,karakter pada sus tapi gamenya enakan,2,0,,2025-10-10 10:45:36,karakter game enak karakter_game game_enak karakter_game_enak,Negatif
5226137d-4f9c-4cc3-9482-34d9fb3da542,is is,bagus,5,0,2.693.960,2025-10-10 10:45:18,bagus,Positif
eb349d46-d093-4d42-8848-a11d8c4a2749,Randi Yansah,b baguss,5,0,,2025-10-10 10:44:29,baguss,Positif
e070ed25-6fd2-4d87-89e1-332ce14f819d,Suci Wahyu,baguss asikkkk poll rekomen ini sihh buat yang suka bosen main game,5,0,,2025-10-10 10:43:49,baguss asikkkk poll rekomen sihh suka bosen main game baguss_asikkkk asikkkk_poll poll_rekomen rekomen_sihh sihh_suka suka_bosen bosen_main main_game baguss_asikkkk_poll asikkkk_poll_rekomen poll_rekomen_sihh rekomen_sihh_suka sihh_suka_bosen suka_bosen_main bosen_main_game,Positif
301248cb-a48b-4b91-868a-1cc9a04f3661,Asoka Bara,jelek lagi asik main 99 night hari 50 temen mati semua sisa gw eh gameplay paused terus gameplay paused nya GK ngilang jgn download kalo GK mau nyesel😡😡😡😡🤪🤪🤪🤪🤪🤪,1,0,,2025-10-10 10:43:11,jelek asik main night temen mati sisa gameplay paused gameplay paused ngilang download nyesel jelek_asik asik_main main_night night_temen temen_mati mati_sisa sisa_gameplay gameplay_paused paused_gameplay gameplay_paused paused_ngilang ngilang_download download_nyesel jelek_asik_main asik_main_night main_night_temen night_temen_mati temen_mati_sisa mati_sisa_gameplay sisa_gameplay_paused gameplay_paused_gameplay paused_gameplay_paused gameplay_paused_ngilang paused_ngilang_download ngilang_download_nyesel,Negatif
459f442e-b1db-47ee-88e6-7acc40476217,Bilqis,bagus bgt ngak ada iklan terus lucu bisa dapat UGC atau lain gitu pokok nya bagus deh,5,0,2.693.960,2025-10-10 10:43:10,bagus ngak iklan lucu pokok bagus bagus_ngak ngak_iklan iklan_lucu lucu_pokok pokok_bagus bagus_ngak_iklan ngak_iklan_lucu iklan_lucu_pokok lucu_pokok_bagus,Positif
004ec1b2-d115-46db-9258-7c1c1d18bc47,Najwa Humaira,aku cinta roblox,5,0,2.691.868,2025-10-10 10:42:40,cinta roblox cinta_roblox,Positif
fa09be2a-6b7e-4e49-ae39-78ff2e1c642b,Teguh Purnomo,"game nya sangat seru dan kita bisa belajar beberapa dari roblox contoh nya map yg bisa belajar dan kita bisa mengetahui bagaimana indahnya gunung"" karna roblox pokoknya seruu bgttt deh rekomendasi bgtt si buat game terseru no 1 😻",5,0,2.693.960,2025-10-10 10:42:26,game seru ajar roblox contoh ajar indah gunung karna roblox pokok seruu bgttt rekomendasi bgtt game seru game_seru seru_ajar ajar_roblox roblox_contoh contoh_ajar ajar_indah indah_gunung gunung_karna karna_roblox roblox_pokok pokok_seruu seruu_bgttt bgttt_rekomendasi rekomendasi_bgtt bgtt_game game_seru game_seru_ajar seru_ajar_roblox ajar_roblox_contoh roblox_contoh_ajar contoh_ajar_indah ajar_indah_gunung indah_gunung_karna gunung_karna_roblox karna_roblox_pokok roblox_pokok_seruu pokok_seruu_bgttt seruu_bgttt_rekomendasi bgttt_rekomendasi_bgtt rekomendasi_bgtt_game bgtt_game_seru,Positif
503212b4-6647-4bdc-8022-f1e6d47c7c36,Rewin 013,game ini sangat bagus!,5,0,2.693.960,2025-10-10 10:42:06,game bagus game_bagus,Positif
66aa6247-feb4-466a-aa81-ea62b17e0064,Ahmad Siroz,gem terbaik,5,0,2.693.960,2025-10-10 10:41:59,baik,Positif
cf4e6b9b-8d5c-400d-a4f6-de70d426e865,Realme,game nya bagus banget😊,5,0,2.693.960,2025-10-10 10:40:57,game bagus game_bagus,Positif
07649b00-725c-4da4-b33b-80f8eb960173,Shaska Abinaya,akuingin jadi haceckcer di sembilan malam,5,0,2.693.960,2025-10-10 10:39:26,akuingin haceckcer sembilan malam akuingin_haceckcer haceckcer_sembilan sembilan_malam akuingin_haceckcer_sembilan haceckcer_sembilan_malam,Positif
76048e78-a0e1-42ad-b6c2-f88cae11c0df,mhendra krisdianto,bagus tapi agak seru,5,0,2.693.960,2025-10-10 10:38:51,bagus seru bagus_seru,Positif
d78bb9ff-a875-47a1-9f3b-3cb19e668dde,RUSDIANA ALDI,kenapa aku GK bisa mainnnnn,5,0,2.693.960,2025-10-10 10:38:29,mainnnnn,Positif
9526da61-66c4-47a4-ae87-042210738106,Raka Cyril Zzzz,game ini bagus tapi banyak bug harus di perbaiki,5,0,2.693.960,2025-10-10 10:38:13,game bagus baik game_bagus bagus_baik game_bagus_baik,Positif
bb5e6a3a-a9b7-4165-bdba-32c52d072743,Jelita Corona,karna harus pake kota,5,0,2.692.843,2025-10-10 10:38:10,karna kota karna_kota,Positif
abb5d27d-9816-4ea9-ab45-bf349f1a2db5,Fabian Urai,game ini sangat bagus saya rating ⭐5,5,0,2.693.960,2025-10-10 10:37:53,game bagus rating game_bagus bagus_rating game_bagus_rating,Positif
c63d22d4-7202-4033-abcd-538fe8165caf,Echaanisa,permainan nya bagus baget punya banyak geme dan seruuu,5,0,2.693.960,2025-10-10 10:37:35,main bagus baget geme seruuu main_bagus bagus_baget baget_geme geme_seruuu main_bagus_baget bagus_baget_geme baget_geme_seruuu,Positif
02ec6a6a-1741-422b-b112-cfdbb8d4ba53,FFeojhshssy Sndgsysgs,aku suka game online,5,0,2.693.960,2025-10-10 10:34:13,suka game online suka_game game_online suka_game_online,Positif
b71e8152-b302-4fcc-b48a-7482274e9c77,Raffa Irwansyah,sangat bagus dan tidak ada kesalahan yang lain game nya juga banyak aku sangat senang,5,0,2.693.960,2025-10-10 10:33:17,bagus tidak ada salah game senang bagus_tidak ada tidak ada_salah salah_game game_senang bagus_tidak ada_salah tidak ada_salah_game salah_game_senang,Positif
0d589bdd-a2a3-4085-9bdb-8659e24ec9cc,Arif zeprocks,sangat bagus,5,0,2.693.960,2025-10-10 10:31:30,bagus,Positif
6b40bf02-44a5-464c-9076-cacf01e6cf05,sultona aripin,Roblox jangan pergiiiii,5,0,2.693.960,2025-10-10 10:31:24,roblox pergiiiii roblox_pergiiiii,Positif
0e599c98-0b51-42c0-8b98-68ae222dbf24,Triadi garin Rivaldi,bajunya ngeblur,1,0,2.693.960,2025-10-10 10:30:46,baju ngeblur baju_ngeblur,Negatif
bf7ef780-bd2f-48ac-aa7b-4e81900f35ca,Salwa Cinta,bagus gugjop gemnya seru tapi kadang pasmain sellep itu suka keluar sendiri baguskok,5,0,2.691.868,2025-10-10 10:30:13,bagus gugjop gemnya seru kadang pasmain sellep suka baguskok bagus_gugjop gugjop_gemnya gemnya_seru seru_kadang kadang_pasmain pasmain_sellep sellep_suka suka_baguskok bagus_gugjop_gemnya gugjop_gemnya_seru gemnya_seru_kadang seru_kadang_pasmain kadang_pasmain_sellep pasmain_sellep_suka sellep_suka_baguskok,Positif
12fcf99c-b685-45e7-a394-68e43774aed0,Naeila Rahmayati,geme ini sagat bagus saya ketagihan main ini ada geme pesawat flingts master,5,0,,2025-10-10 10:29:20,geme sagat bagus tagih main geme pesawat flingts master geme_sagat sagat_bagus bagus_tagih tagih_main main_geme geme_pesawat pesawat_flingts flingts_master geme_sagat_bagus sagat_bagus_tagih bagus_tagih_main tagih_main_geme main_geme_pesawat geme_pesawat_flingts pesawat_flingts_master,Positif
2c4b9af6-622e-4233-b164-d352c42e875c,Muhammad Alfinramadan,banyak game seru,5,0,2.693.960,2025-10-10 10:28:01,game seru game_seru,Positif
ad245fb3-cc15-4d4c-a619-0df46faa92a5,Djarum Pratama,game nya enak bgtttt,4,1,2.693.960,2025-10-10 10:27:37,game enak bgtttt game_enak enak_bgtttt game_enak_bgtttt,Positif
2090b139-fb97-47a3-b1d8-177d96b6c3f4,HAYRUL Free Fire,jaringan jelek,2,0,2.693.960,2025-10-10 10:27:16,jaring jelek jaring_jelek,Negatif
993280c5-f9fb-4fda-971d-438f3718e2e7,Haidar kds,bagus sih. tapi agak gimana gitu lah,4,0,2.693.960,2025-10-10 10:26:38,bagus gimana bagus_gimana,Positif
c4331eb8-1c9d-4205-807e-2851f2961a7d,Parjuma Napogos,punya saya tidak bisa merekam alasan video gagal,4,0,2.693.960,2025-10-10 10:26:21,tidak bisa rekam alas video gagal tidak bisa_rekam rekam_alas alas_video video_gagal tidak bisa_rekam_alas rekam_alas_video alas_video_gagal,Positif
8b2ac415-4fa1-4f34-aa67-d81d41205ea2,Nurhuryah,"dikit-dikit ban, padahal dia yang ngesteal revive ku, mana ketawa lagi ""wkwk"" katanya kesel ga?, mana aku lagi yang diban 1 hari",1,1,2.693.960,2025-10-10 10:23:54,dikit dikit ngesteal revive ketawa kesel ban dikit_dikit dikit_ngesteal ngesteal_revive revive_ketawa ketawa_kesel kesel_ban dikit_dikit_ngesteal dikit_ngesteal_revive ngesteal_revive_ketawa revive_ketawa_kesel ketawa_kesel_ban,Negatif
7ce0fea2-70b1-4e6f-8e7f-e7dddd0a2be6,Abang Saripudin,geme ini sangat bagus dan menghibur,5,1,2.693.960,2025-10-10 10:23:53,geme bagus hibur geme_bagus bagus_hibur geme_bagus_hibur,Positif
254ff6b9-14d4-4b18-b154-0f3222597835,Rodiah Diah,permainan yang sangat seru saya sangat suka,4,1,2.693.960,2025-10-10 10:23:24,main seru suka main_seru seru_suka main_seru_suka,Positif
1bb2688e-112a-48bb-af39-15c5dafa7d18,Nur Shalih,suka GK bisa di gerakin kamera nya tolong di perbaiki kadang kalo map apa aja suka ngeblur kenapa ini?,3,0,2.657.603,2025-10-10 10:22:34,suka gerakin kamera tolong baik kadang suka ngeblur suka_gerakin gerakin_kamera kamera_tolong tolong_baik baik_kadang kadang_suka suka_ngeblur suka_gerakin_kamera gerakin_kamera_tolong kamera_tolong_baik tolong_baik_kadang baik_kadang_suka kadang_suka_ngeblur,Netral
f7b8bbaf-2c07-4330-9546-05657dcb3860,Amira,SERU BANGET apa lagi bisa mabar sama teman dekat kita sumpah seru bgt aku reting 10000000000000/10,5,0,2.691.868,2025-10-10 10:22:23,seru mabar teman sumpah seru reting seru_mabar mabar_teman teman_sumpah sumpah_seru seru_reting seru_mabar_teman mabar_teman_sumpah teman_sumpah_seru sumpah_seru_reting,Positif
d2c1c5dd-4499-45ef-aada-38b6ecd54438,Firman Meler,seru banget,5,1,2.693.960,2025-10-10 10:22:16,seru,Positif
d95328cf-cdb0-4792-9611-a91048cf09f6,Ronal Do bato,enak di mainkan,5,0,,2025-10-10 10:18:28,enak main enak_main,Positif
f970eb1c-2e71-4c53-a08e-8bd62b7a3912,Iqbal khoirul mukminin,sangat baik game nya,5,0,2.693.960,2025-10-10 10:17:07,game,Positif
c8965544-a1cc-4fcb-bec6-1adc260b67ef,sabarudin aja,dulu waktu pertama kali main game ini perasaan cuma ada Obby sama tower sekarang sudah menjadi game yang asik🤭🕸️,5,0,2.692.843,2025-10-10 10:16:50,kali main game asa obby tower game asik kali_main main_game game_asa asa_obby obby_tower tower_game game_asik kali_main_game main_game_asa game_asa_obby asa_obby_tower obby_tower_game tower_game_asik,Positif
b6ca1876-1f8f-4650-8994-7c69eb0f598b,Yulia Ningsih,Game sangat bagus tetapi menjadi lupa pelajaran,4,0,2.615.606,2025-10-10 10:16:42,game bagus lupa ajar game_bagus bagus_lupa lupa_ajar game_bagus_lupa bagus_lupa_ajar,Positif
795ad59b-bcda-437e-9882-807ba41ab829,Chiko al hafiz,seru sekali game nyaa,5,0,2.693.960,2025-10-10 10:14:39,seru game nyaa seru_game game_nyaa seru_game_nyaa,Positif
b3143d21-643d-4479-b32f-6ed7783674b1,Silvia Anggraeni,bagus banget bisa mabar sama banyak dunia RANDOM 👍😁,5,0,2.693.960,2025-10-10 10:13:36,bagus mabar dunia random bagus_mabar mabar_dunia dunia_random bagus_mabar_dunia mabar_dunia_random,Positif
06c4112c-5248-4bc7-a592-afd9f4dfd655,Difra al Pasya,enak di main dan banyak map,5,0,2.693.960,2025-10-10 10:11:26,enak main enak_main,Positif
6f83a981-4178-41c8-9f58-5d51959cc50b,Adara Haneen,gak ada di kasih Robux gratis 😠👎🏻👎🏻👎🏻,2,0,2.693.960,2025-10-10 10:10:03,kasih robux gratis kasih_robux robux_gratis kasih_robux_gratis,Negatif
f8735adb-d5ce-44ef-9862-199e1aefc6a7,Indri Tama,hmmm....um,1,0,2.690.721,2025-10-10 10:09:14,hmmm,Negatif
142d33d1-b57d-4507-a286-666a7c4a2333,Hendri Hardiyanto,"bagus bangettt, aku suka gem inii Tapi ya begitu lah mau ganti baju nya tapi harus ada robux kecuali yg gratisan aja",5,0,2.691.868,2025-10-10 10:08:15,bagus bangettt suka ini ganti baju robux kecuali gratis bagus_bangettt bangettt_suka suka_ini ini_ganti ganti_baju baju_robux robux_kecuali kecuali_gratis bagus_bangettt_suka bangettt_suka_ini suka_ini_ganti ini_ganti_baju ganti_baju_robux baju_robux_kecuali robux_kecuali_gratis,Positif
173200b2-9cbb-4671-b3df-8352a923ac68,Galih Setyo,keren,5,0,2.692.843,2025-10-10 10:06:47,keren,Positif
d53f0b58-ebdd-47e3-816e-d206317f9c58,Raja Ratu,seruh sekali,5,0,2.693.960,2025-10-10 10:06:24,seruh,Positif
4dae2c6d-e7d1-4057-b1e1-84a5927210ac,Sayyid Agil,game nya bagus banget,5,0,2.692.843,2025-10-10 10:06:21,game bagus game_bagus,Positif
70b7c95c-ab7c-4426-838a-3f3410f9f68a,Ratu Sitorus,seruuu,5,0,2.693.960,2025-10-10 10:04:24,seruuu,Positif
b9619b4e-72e0-4763-a4cb-24ab076ee2d9,Sulikah,"saat saya stress jika saya bermain roblox bisa membuat saya rileks dan tidak membosankan bnyak sekali map yang bisa saya kunjungi lalu saya mendapatkan banyak sekali teman-teman sehingga saya tidak kesepian saat bermain game ini sangat bagus dari game yang lainnya saya sangat menyukainya walaupun akun saya yang pertama terkena band akan tetapi roblox sangatlah bagus dan saya ingin bertanya bagaimana cara membuat tower karena saya sangat ingin membuat tower, maaf jika ada kesalahan pengetikan 🙏.",5,0,2.693.960,2025-10-10 10:03:57,stress main roblox rileks tidak bosan bnyak kunjung teman teman tidak sepi main game bagus game suka akun kena band roblox bagus tower tower maaf salah keti stress_main main_roblox roblox_rileks rileks_tidak bosan tidak bosan_bnyak bnyak_kunjung kunjung_teman teman_teman teman_tidak sepi tidak sepi_main main_game game_bagus bagus_game game_suka suka_akun akun_kena kena_band band_roblox roblox_bagus bagus_tower tower_tower tower_maaf maaf_salah salah_keti stress_main_roblox main_roblox_rileks roblox_rileks_tidak bosan rileks_tidak bosan_bnyak tidak bosan_bnyak_kunjung bnyak_kunjung_teman kunjung_teman_teman teman_teman_tidak sepi teman_tidak sepi_main tidak sepi_main_game main_game_bagus game_bagus_game bagus_game_suka game_suka_akun suka_akun_kena akun_kena_band kena_band_roblox band_roblox_bagus roblox_bagus_tower bagus_tower_tower tower_tower_maaf tower_maaf_salah maaf_salah_keti,Positif
188153a2-c709-48e8-bdf1-73fecd5b38e3,Elvina Hardiyanti,seru banget Main nya sampai malam aku main tapi boleh GK si GK pake data,5,0,2.694.983,2025-10-10 10:01:35,seru main malam main data seru_main main_malam malam_main main_data seru_main_malam main_malam_main malam_main_data,Positif
0ce38eeb-7585-495f-8b4f-c1af7511fffb,M. Fa'iz,seru pol sih kita bisa berpetualang dan macam macam,5,0,2.693.960,2025-10-10 10:01:13,seru tualang seru_tualang,Positif
965cd2e0-fdd5-4af9-9c1f-84d6996b5414,Naufal Setiawan,seruuuuuuuuu,5,0,2.693.960,2025-10-10 10:01:08,seruuuuuuuuu,Positif
004667cc-155d-4cb7-909a-684e22a9ee28,Sherlin Vesta,kren,5,0,2.684.688,2025-10-10 09:59:08,kren,Positif
6f1030b8-7624-49ba-9c48-f47adb210f98,Fahrur Rodji,mkin kesini mkain lemot sinyalnya,1,0,2.693.960,2025-10-10 09:57:48,mkin kesini mkain lot sinyal mkin_kesini kesini_mkain mkain_lot lot_sinyal mkin_kesini_mkain kesini_mkain_lot mkain_lot_sinyal,Negatif
d5b1adae-05a8-4f32-9f41-a8c4ccc7207f,Muhammad Yahya,karena game ini sangat baik untuk saya dan ini game yang saya inginkan dari dlu,5,0,2.692.843,2025-10-10 09:52:49,game game game_game,Positif
c268b03b-666a-4199-88f6-b97ba962105a,Haqi Bayti,sangat bagus gamenya banyak game jadi gak bosen😊😊😊😊,5,1,2.693.960,2025-10-10 09:52:17,bagus game game bosen bagus_game game_game game_bosen bagus_game_game game_game_bosen,Positif
4be174c3-bc3b-4102-85d0-561faa83b97c,Azzam Zulaikha,akun saya tidak bisa dilogin padahal pw sama nama sudah benar nama:RIP_GHATAN8) PASSWORD:20032003) padahal saya sudah top up 400 robux,3,0,,2025-10-10 09:51:47,akun tidak bisa dilogin rip ghatan password robux akun_tidak bisa tidak bisa_dilogin dilogin_rip ghatan rip ghatan_password password_robux akun_tidak bisa_dilogin tidak bisa_dilogin_rip ghatan dilogin_rip ghatan_password rip ghatan_password_robux,Netral
0045e707-0173-40c9-a683-4d64ee56fa23,Riskia Azzahra,Semoga Hp kentang kalian tidak meledak 🗿R.I.P my Memory,5,0,2.653.690,2025-10-10 09:51:02,moga kentang tidak ledak memory moga_kentang kentang_tidak ledak tidak ledak_memory moga_kentang_tidak ledak kentang_tidak ledak_memory,Positif
4de0a562-6847-48a1-be88-7b63435a4bda,Aida Fitri,seruu bgt lo guyss yuk jangan download aja tapi kasi bintang 5,5,0,2.674.786,2025-10-10 09:49:58,seruu guyss download kasi bintang seruu_guyss guyss_download download_kasi kasi_bintang seruu_guyss_download guyss_download_kasi download_kasi_bintang,Positif
0ee460f1-eec4-4e9d-aec8-ee06e0927f59,Robi Prastio,game ini sangat bagus,5,0,2.693.960,2025-10-10 09:45:51,game bagus game_bagus,Positif
dd3758bb-1b86-464f-9414-5e1dbac32cb0,Haikal Januar,ukkkl,5,0,,2025-10-10 09:44:44,ukkkl,Positif
d228742d-5708-4fef-8752-5ddda4f80fb9,Mahib Ikram,gw mainnya agak ngelag tpi mungkin itu wifi gw game nya bagus,5,0,2.693.960,2025-10-10 09:41:37,main lambat wifi game bagus main_lambat lambat_wifi wifi_game game_bagus main_lambat_wifi lambat_wifi_game wifi_game_bagus,Positif
ac2dddde-fc1a-4142-aff8-0e067599511e,Hafidz Angel,good game,5,0,2.693.960,2025-10-10 09:40:18,good game good_game,Positif
92b386a6-7574-4ef1-885c-a7fd883dc462,Yoga Aja,Roblox sangat bagus banyak geme di dalam aplikasi ini dan bisa juga cari teman di sin👍,5,0,2.693.960,2025-10-10 09:40:09,roblox bagus geme aplikasi cari teman roblox_bagus bagus_geme geme_aplikasi aplikasi_cari cari_teman roblox_bagus_geme bagus_geme_aplikasi geme_aplikasi_cari aplikasi_cari_teman,Positif
f47daf4a-0375-406d-86de-30bb9efa7e31,syamim. m,"game yg terlalu baguss,👍👍👍👍👍👍👍👍👍👍👍",5,0,2.693.960,2025-10-10 09:39:54,game baguss game_baguss,Positif
56da8a23-9190-4724-afc6-9b7394c73de5,Bilqis Nathania,seruuuu bngtttt,5,0,2.691.868,2025-10-10 09:37:26,seruuuu bngtttt seruuuu_bngtttt,Positif
82fcac10-b4ec-42e2-bd89-cfad81cd7ba1,Aan Asnawati,gem nya seru ada tantangan yang saya suka,5,0,2.693.960,2025-10-10 09:33:18,seru tantang suka seru_tantang tantang_suka seru_tantang_suka,Positif
5789526d-df76-4c4b-ab83-4e1784d2655a,Raja Raja pasha Akbar,aku suka,5,0,,2025-10-10 09:31:18,suka,Positif
b7a09b94-b93f-4744-8ac3-a85eba9a834b,Dirta Amrullah,game yang sangat bagus,5,0,2.693.960,2025-10-10 09:29:55,game bagus game_bagus,Positif
1ee1fecf-9cd4-4cd8-9f3e-5543c8829c77,Mahendra Kenyiih,udah bagus cuma suara mic nya kdang tidak ada kdang jg kecil suaranya,5,0,2.694.983,2025-10-10 09:27:47,bagus suara kdang tidak ada kdang suara bagus_suara suara_kdang kdang_tidak ada tidak ada_kdang kdang_suara bagus_suara_kdang suara_kdang_tidak ada kdang_tidak ada_kdang tidak ada_kdang_suara,Positif
63407874-2284-4abe-9487-48e20d811e89,Kenda,sangat baik beri aku 500 ribut,5,0,,2025-10-10 09:27:26,ribut,Positif
4a86287c-adb8-4e0b-b1e4-e0f91cf5739a,Denila Sari,game ini sangat jelek saya padahal sudah simpan akun saya ke email kenapa tidak bisa,1,0,2.693.960,2025-10-10 09:27:02,game jelek simpan akun email tidak bisa game_jelek jelek_simpan simpan_akun akun_email email_tidak bisa game_jelek_simpan jelek_simpan_akun simpan_akun_email akun_email_tidak bisa,Negatif
127c92bb-b4eb-44c6-9d15-a82d8fe4312e,ary prayitno,jelek banget ngelag,1,0,2.693.960,2025-10-10 09:25:57,jelek lambat jelek_lambat,Negatif
94f5ed96-207e-4a67-9e97-c69fbc2e1b97,SnowDream,gokil,5,0,2.692.843,2025-10-10 09:25:01,gokil,Positif
95561f41-d31e-4089-b9f4-d510c8e9a446,Gigi Sani,geme paling bagus sedunia,5,0,2.693.960,2025-10-10 09:24:26,geme bagus dunia geme_bagus bagus_dunia geme_bagus_dunia,Positif
5972acc7-5ea1-4b4a-8c10-56ac82f3336d,Nina Marlinton,aku suka permayinan ini,5,0,2.693.960,2025-10-10 09:23:38,suka permayinan suka_permayinan,Positif
cf165a93-ea5e-43db-8caf-3f339f4ef741,naura bafagih,"roblox kok makin rusak ya sinyal bagus tp gbisa login, ava juga ga muncul",2,0,2.693.960,2025-10-10 09:21:30,roblox rusak sinyal bagus gbisa login muncul roblox_rusak rusak_sinyal sinyal_bagus bagus_gbisa gbisa_login login_muncul roblox_rusak_sinyal rusak_sinyal_bagus sinyal_bagus_gbisa bagus_gbisa_login gbisa_login_muncul,Negatif
12bc46bc-7d3b-401a-853d-c98f93c3fe6d,Dian Lasundre,game ini sangat bgus tpi ada kekurangan nya sih sering heg dan sering ada bug😊,5,0,,2025-10-10 09:17:03,game bgus kurang game_bgus bgus_kurang game_bgus_kurang,Positif
121da971-47b1-4089-a86d-c21db07ea99f,Sulistiyo,gami ini sangat bagus,5,0,2.693.960,2025-10-10 09:15:17,gam bagus gam_bagus,Positif
c6c01b2f-8d29-4e07-aa83-7953c9185c3f,Liz Ahyatul,sooo cute N fun,5,0,2.693.960,2025-10-10 09:15:13,sooo cute sooo_cute,Positif
9d3d9f78-c2f2-4a45-9644-dfb350bc86c4,Abdul Abdul,game bagus,5,0,2.693.960,2025-10-10 09:14:19,game bagus game_bagus,Positif
